index,text,score,correct spelling,percent,novel word spelled,novel words,bigrams
1020,"ice was see as the doom was some time the had euen had to see if he had to be sodering of the sabbit say in the door, and the pueen say down and said, 'it was the mock turtle sat off, and she was sooe doot of the table, but she said the pueen, 'and when i make mur mose the sememcors of the sea, the ",0,58,0.87,"(6, ['ice', 'doom', 'mock', 'turtle', 'i', 'mose'])","(15, ['ice', 'doom', 'euen', 'sodering', 'sabbit', 'pueen', 'mock', 'turtle', 'sooe', 'doot', 'pueen,', 'i', 'mur', 'mose', 'sememcors'])","dict_items([(('ice', 'was'), 1), (('was', 'see'), 1), (('see', 'as'), 1), (('as', 'the'), 1), (('the', 'doom'), 1), (('doom', 'was'), 1), (('was', 'some'), 1), (('some', 'time'), 1), (('time', 'the'), 1), (('the', 'had'), 1), (('had', 'euen'), 1), (('euen', 'had'), 1), (('had', 'to'), 2), (('to', 'see'), 1), (('see', 'if'), 1), (('if', 'he'), 1), (('he', 'had'), 1), (('to', 'be'), 1), (('be', 'sodering'), 1), (('sodering', 'of'), 1), (('of', 'the'), 3), (('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('in', 'the'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('and', 'the'), 1), (('the', 'pueen'), 1), (('pueen', 'say'), 1), (('say', 'down'), 1), (('down', 'and'), 1), (('and', 'said,'), 1), (('said,', ""'it""), 1), ((""'it"", 'was'), 1), (('was', 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'sat'), 1), (('sat', 'off,'), 1), (('off,', 'and'), 1), (('and', 'she'), 1), (('she', 'was'), 1), (('was', 'sooe'), 1), (('sooe', 'doot'), 1), (('doot', 'of'), 1), (('the', 'table,'), 1), (('table,', 'but'), 1), (('but', 'she'), 1), (('she', 'said'), 1), (('said', 'the'), 1), (('the', 'pueen,'), 1), (('pueen,', ""'and""), 1), ((""'and"", 'when'), 1), (('when', 'i'), 1), (('i', 'make'), 1), (('make', 'mur'), 1), (('mur', 'mose'), 1), (('mose', 'the'), 1), (('the', 'sememcors'), 1), (('sememcors', 'of'), 1), (('the', 'sea,'), 1), (('sea,', 'the'), 1)])"
21," and as the caterpillar seemed to be in a very unpleasant
state of mind, she turned away.

'come bac",1,19,1.0,"(1, ['bac'])","(1, ['bac'])","dict_items([(('and', 'as'), 1), (('as', 'the'), 1), (('the', 'caterpillar'), 1), (('caterpillar', 'seemed'), 1), (('seemed', 'to'), 1), (('to', 'be'), 1), (('be', 'in'), 1), (('in', 'a'), 1), (('a', 'very'), 1), (('very', 'unpleasant'), 1), (('unpleasant', 'state'), 1), (('state', 'of'), 1), (('of', 'mind,'), 1), (('mind,', 'she'), 1), (('she', 'turned'), 1), (('turned', 'away.'), 1), (('away.', ""'come""), 1), ((""'come"", 'bac'), 1)])"
1021,"k!' cried the mock turtle, 
'i dan't ree what a poor of the sable of the sea,  the hatter went on, 'the migdt was the mistle door the sabbit say in the door, and the white rabbit blowered and alice sound herself so she was so see that she was so spok the words ouer the white rabbit, when she was soe",0,56,0.9,"(9, [""k!'"", 'mock', 'turtle,', ""'i"", 'ree', 'sable', 'mistle', 'alice', 'soe'])","(15, [""k!'"", 'mock', 'turtle,', ""'i"", ""dan't"", 'ree', 'sable', 'migdt', 'mistle', 'sabbit', 'blowered', 'alice', 'spok', 'ouer', 'soe'])","dict_items([((""k!'"", 'cried'), 1), (('cried', 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtle,'), 1), (('turtle,', ""'i""), 1), ((""'i"", ""dan't""), 1), ((""dan't"", 'ree'), 1), (('ree', 'what'), 1), (('what', 'a'), 1), (('a', 'poor'), 1), (('poor', 'of'), 1), (('of', 'the'), 2), (('the', 'sable'), 1), (('sable', 'of'), 1), (('the', 'sea,'), 1), (('sea,', 'the'), 1), (('the', 'hatter'), 1), (('hatter', 'went'), 1), (('went', 'on,'), 1), (('on,', ""'the""), 1), ((""'the"", 'migdt'), 1), (('migdt', 'was'), 1), (('was', 'the'), 1), (('the', 'mistle'), 1), (('mistle', 'door'), 1), (('door', 'the'), 1), (('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('in', 'the'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('and', 'the'), 1), (('the', 'white'), 2), (('white', 'rabbit'), 1), (('rabbit', 'blowered'), 1), (('blowered', 'and'), 1), (('and', 'alice'), 1), (('alice', 'sound'), 1), (('sound', 'herself'), 1), (('herself', 'so'), 1), (('so', 'she'), 1), (('she', 'was'), 3), (('was', 'so'), 2), (('so', 'see'), 1), (('see', 'that'), 1), (('that', 'she'), 1), (('so', 'spok'), 1), (('spok', 'the'), 1), (('the', 'words'), 1), (('words', 'ouer'), 1), (('ouer', 'the'), 1), (('white', 'rabbit,'), 1), (('rabbit,', 'when'), 1), (('when', 'she'), 1), (('was', 'soe'), 1)])"
22,"did alice think it so
very much out of the way to hear the rabbit say to itself, 'oh dear!
oh dear! ",1,22,1.0,"(1, ['alice'])","(1, ['alice'])","dict_items([(('did', 'alice'), 1), (('alice', 'think'), 1), (('think', 'it'), 1), (('it', 'so'), 1), (('so', 'very'), 1), (('very', 'much'), 1), (('much', 'out'), 1), (('out', 'of'), 1), (('of', 'the'), 1), (('the', 'way'), 1), (('way', 'to'), 1), (('to', 'hear'), 1), (('hear', 'the'), 1), (('the', 'rabbit'), 1), (('rabbit', 'say'), 1), (('say', 'to'), 1), (('to', 'itself,'), 1), (('itself,', ""'oh""), 1), ((""'oh"", 'dear!'), 1), (('dear!', 'oh'), 1), (('oh', 'dear!'), 1)])"
1022,"i should be maree of the doorsatoon of the semper!'

'i don't know the dorrou that she way in the semescopeotardser as she remescops,   said alice to her the duchess, i dan't ree,' she said the rueen, 
'i don't know what i can't ree whth an any ratt!' said the mouse, 'and the mort of the sable with ",0,49,0.84,"(12, ['i', ""semper!'"", ""'i"", 'alice', 'duchess,', 'i', ""ree,'"", ""'i"", 'i', 'ree', 'mort', 'sable'])","(21, ['i', 'maree', 'doorsatoon', ""semper!'"", ""'i"", 'dorrou', 'semescopeotardser', 'remescops,', 'alice', 'duchess,', 'i', ""dan't"", ""ree,'"", 'rueen,', ""'i"", 'i', 'ree', 'whth', ""ratt!'"", 'mort', 'sable'])","dict_items([(('i', 'should'), 1), (('should', 'be'), 1), (('be', 'maree'), 1), (('maree', 'of'), 1), (('of', 'the'), 3), (('the', 'doorsatoon'), 1), (('doorsatoon', 'of'), 1), (('the', ""semper!'""), 1), ((""semper!'"", ""'i""), 1), ((""'i"", ""don't""), 2), ((""don't"", 'know'), 2), (('know', 'the'), 1), (('the', 'dorrou'), 1), (('dorrou', 'that'), 1), (('that', 'she'), 1), (('she', 'way'), 1), (('way', 'in'), 1), (('in', 'the'), 1), (('the', 'semescopeotardser'), 1), (('semescopeotardser', 'as'), 1), (('as', 'she'), 1), (('she', 'remescops,'), 1), (('remescops,', 'said'), 1), (('said', 'alice'), 1), (('alice', 'to'), 1), (('to', 'her'), 1), (('her', 'the'), 1), (('the', 'duchess,'), 1), (('duchess,', 'i'), 1), (('i', ""dan't""), 1), ((""dan't"", ""ree,'""), 1), ((""ree,'"", 'she'), 1), (('she', 'said'), 1), (('said', 'the'), 2), (('the', 'rueen,'), 1), (('rueen,', ""'i""), 1), (('know', 'what'), 1), (('what', 'i'), 1), (('i', ""can't""), 1), ((""can't"", 'ree'), 1), (('ree', 'whth'), 1), (('whth', 'an'), 1), (('an', 'any'), 1), (('any', ""ratt!'""), 1), ((""ratt!'"", 'said'), 1), (('the', 'mouse,'), 1), (('mouse,', ""'and""), 1), ((""'and"", 'the'), 1), (('the', 'mort'), 1), (('mort', 'of'), 1), (('the', 'sable'), 1), (('sable', 'with'), 1)])"
23,"with him, he'd do almost anything
you liked with the clock. for instance, suppose it were nine o'clo",1,17,0.94,"(0, [])","(1, [""o'clo""])","dict_items([(('with', 'him,'), 1), (('him,', ""he'd""), 1), ((""he'd"", 'do'), 1), (('do', 'almost'), 1), (('almost', 'anything'), 1), (('anything', 'you'), 1), (('you', 'liked'), 1), (('liked', 'with'), 1), (('with', 'the'), 1), (('the', 'clock.'), 1), (('clock.', 'for'), 1), (('for', 'instance,'), 1), (('instance,', 'suppose'), 1), (('suppose', 'it'), 1), (('it', 'were'), 1), (('were', 'nine'), 1), (('nine', ""o'clo""), 1)])"
1023,"ck in the sea. and wenl on bouh time the door that it was she had geet that she was see ar she could got the sabbit say in the door, and the pueen say down and said, 'it was the mock turtle satted of the temeskon as she was so speak again, 
'i don't know what i have to be a little birler,' she said ",0,60,0.91,"(8, ['ck', 'geet', 'ar', 'mock', 'turtle', ""'i"", 'i', ""birler,'""])","(14, ['ck', 'wenl', 'bouh', 'geet', 'ar', 'sabbit', 'pueen', 'mock', 'turtle', 'satted', 'temeskon', ""'i"", 'i', ""birler,'""])","dict_items([(('ck', 'in'), 1), (('in', 'the'), 2), (('the', 'sea.'), 1), (('sea.', 'and'), 1), (('and', 'wenl'), 1), (('wenl', 'on'), 1), (('on', 'bouh'), 1), (('bouh', 'time'), 1), (('time', 'the'), 1), (('the', 'door'), 1), (('door', 'that'), 1), (('that', 'it'), 1), (('it', 'was'), 1), (('was', 'she'), 1), (('she', 'had'), 1), (('had', 'geet'), 1), (('geet', 'that'), 1), (('that', 'she'), 1), (('she', 'was'), 2), (('was', 'see'), 1), (('see', 'ar'), 1), (('ar', 'she'), 1), (('she', 'could'), 1), (('could', 'got'), 1), (('got', 'the'), 1), (('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('and', 'the'), 1), (('the', 'pueen'), 1), (('pueen', 'say'), 1), (('say', 'down'), 1), (('down', 'and'), 1), (('and', 'said,'), 1), (('said,', ""'it""), 1), ((""'it"", 'was'), 1), (('was', 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'satted'), 1), (('satted', 'of'), 1), (('of', 'the'), 1), (('the', 'temeskon'), 1), (('temeskon', 'as'), 1), (('as', 'she'), 1), (('was', 'so'), 1), (('so', 'speak'), 1), (('speak', 'again,'), 1), (('again,', ""'i""), 1), ((""'i"", ""don't""), 1), ((""don't"", 'know'), 1), (('know', 'what'), 1), (('what', 'i'), 1), (('i', 'have'), 1), (('have', 'to'), 1), (('to', 'be'), 1), (('be', 'a'), 1), (('a', 'little'), 1), (('little', ""birler,'""), 1), ((""birler,'"", 'she'), 1), (('she', 'said'), 1)])"
24," provided you with
the defective work may elect to provide a replacement copy in lieu of a
refund.  ",1,18,1.0,"(0, [])","(0, [])","dict_items([(('provided', 'you'), 1), (('you', 'with'), 1), (('with', 'the'), 1), (('the', 'defective'), 1), (('defective', 'work'), 1), (('work', 'may'), 1), (('may', 'elect'), 1), (('elect', 'to'), 1), (('to', 'provide'), 1), (('provide', 'a'), 1), (('a', 'replacement'), 1), (('replacement', 'copy'), 1), (('copy', 'in'), 1), (('in', 'lieu'), 1), (('lieu', 'of'), 1), (('of', 'a'), 1), (('a', 'refund.'), 1)])"
1024,"if you pay out or returniat gdfr of the project gutenberg literary archive foundation are nonked and ansapient to project gutenberg-tm works, 
1.e.9.  in the project gutenberg literary archive foundation are nonked and ansapient torn and donations the wery sropy of the project gutenberg literary arc",0,33,0.72,"(13, ['project', 'literary', 'archive', 'foundation', 'project', 'project', 'literary', 'archive', 'foundation', 'torn', 'project', 'literary', 'arc'])","(26, ['returniat', 'gdfr', 'project', 'gutenberg', 'literary', 'archive', 'foundation', 'nonked', 'ansapient', 'project', 'gutenberg-tm', '1.e.9.', 'project', 'gutenberg', 'literary', 'archive', 'foundation', 'nonked', 'ansapient', 'torn', 'wery', 'sropy', 'project', 'gutenberg', 'literary', 'arc'])","dict_items([(('if', 'you'), 1), (('you', 'pay'), 1), (('pay', 'out'), 1), (('out', 'or'), 1), (('or', 'returniat'), 1), (('returniat', 'gdfr'), 1), (('gdfr', 'of'), 1), (('of', 'the'), 2), (('the', 'project'), 3), (('project', 'gutenberg'), 3), (('gutenberg', 'literary'), 3), (('literary', 'archive'), 2), (('archive', 'foundation'), 2), (('foundation', 'are'), 2), (('are', 'nonked'), 2), (('nonked', 'and'), 2), (('and', 'ansapient'), 2), (('ansapient', 'to'), 1), (('to', 'project'), 1), (('project', 'gutenberg-tm'), 1), (('gutenberg-tm', 'works,'), 1), (('works,', '1.e.9.'), 1), (('1.e.9.', 'in'), 1), (('in', 'the'), 1), (('ansapient', 'torn'), 1), (('torn', 'and'), 1), (('and', 'donations'), 1), (('donations', 'the'), 1), (('the', 'wery'), 1), (('wery', 'sropy'), 1), (('sropy', 'of'), 1), (('literary', 'arc'), 1)])"
25,"the full project gutenberg-tm
license terms from this work, or any files containing a part of this
w",1,17,0.94,"(2, ['project', 'w'])","(3, ['project', 'gutenberg-tm', 'w'])","dict_items([(('the', 'full'), 1), (('full', 'project'), 1), (('project', 'gutenberg-tm'), 1), (('gutenberg-tm', 'license'), 1), (('license', 'terms'), 1), (('terms', 'from'), 1), (('from', 'this'), 1), (('this', 'work,'), 1), (('work,', 'or'), 1), (('or', 'any'), 1), (('any', 'files'), 1), (('files', 'containing'), 1), (('containing', 'a'), 1), (('a', 'part'), 1), (('part', 'of'), 1), (('of', 'this'), 1), (('this', 'w'), 1)])"
1025,"ork in any pther torn or any oroject gutenberg-tm works, 
1.e.9.  in the project gutenberg literary archive foundation are all fopyright in the project gutenberg literary archive foundation are all dopyright in the uery colliction of the project gutenberg literary archive foundation as she foundatio",0,32,0.71,"(13, ['torn', 'project', 'literary', 'archive', 'foundation', 'project', 'literary', 'archive', 'foundation', 'project', 'literary', 'archive', 'foundation'])","(26, ['ork', 'pther', 'torn', 'oroject', 'gutenberg-tm', '1.e.9.', 'project', 'gutenberg', 'literary', 'archive', 'foundation', 'fopyright', 'project', 'gutenberg', 'literary', 'archive', 'foundation', 'dopyright', 'uery', 'colliction', 'project', 'gutenberg', 'literary', 'archive', 'foundation', 'foundatio'])","dict_items([(('ork', 'in'), 1), (('in', 'any'), 1), (('any', 'pther'), 1), (('pther', 'torn'), 1), (('torn', 'or'), 1), (('or', 'any'), 1), (('any', 'oroject'), 1), (('oroject', 'gutenberg-tm'), 1), (('gutenberg-tm', 'works,'), 1), (('works,', '1.e.9.'), 1), (('1.e.9.', 'in'), 1), (('in', 'the'), 3), (('the', 'project'), 3), (('project', 'gutenberg'), 3), (('gutenberg', 'literary'), 3), (('literary', 'archive'), 3), (('archive', 'foundation'), 3), (('foundation', 'are'), 2), (('are', 'all'), 2), (('all', 'fopyright'), 1), (('fopyright', 'in'), 1), (('all', 'dopyright'), 1), (('dopyright', 'in'), 1), (('the', 'uery'), 1), (('uery', 'colliction'), 1), (('colliction', 'of'), 1), (('of', 'the'), 1), (('foundation', 'as'), 1), (('as', 'she'), 1), (('she', 'foundatio'), 1)])"
26,"the mock turtle yet?'

'no,' said alice. 'i don't even know what a mock turtle is.'

'it's the thing",1,19,1.0,"(6, ['mock', 'turtle', 'alice.', ""'i"", 'mock', 'turtle'])","(6, ['mock', 'turtle', 'alice.', ""'i"", 'mock', 'turtle'])","dict_items([(('the', 'mock'), 1), (('mock', 'turtle'), 2), (('turtle', ""yet?'""), 1), ((""yet?'"", ""'no,'""), 1), ((""'no,'"", 'said'), 1), (('said', 'alice.'), 1), (('alice.', ""'i""), 1), ((""'i"", ""don't""), 1), ((""don't"", 'even'), 1), (('even', 'know'), 1), (('know', 'what'), 1), (('what', 'a'), 1), (('a', 'mock'), 1), (('turtle', ""is.'""), 1), ((""is.'"", ""'it's""), 1), ((""'it's"", 'the'), 1), (('the', 'thing'), 1)])"
1026," was a partir with a shgreh!                                                                                                   * choppu ald mooked at her on the words. 
'i don't know what i have to be a little birler, i don't know what i can tee the semescoes with a mittle bisds and the sempen! i sh",0,36,0.82,"(9, ['ald', ""'i"", 'i', 'birler,', 'i', 'i', 'tee', 'mittle', 'i'])","(16, ['partir', 'shgreh!', 'choppu', 'ald', 'mooked', ""'i"", 'i', 'birler,', 'i', 'i', 'tee', 'semescoes', 'mittle', 'bisds', 'sempen!', 'i'])","dict_items([(('was', 'a'), 1), (('a', 'partir'), 1), (('partir', 'with'), 1), (('with', 'a'), 2), (('a', 'shgreh!'), 1), (('shgreh!', '*'), 1), (('*', 'choppu'), 1), (('choppu', 'ald'), 1), (('ald', 'mooked'), 1), (('mooked', 'at'), 1), (('at', 'her'), 1), (('her', 'on'), 1), (('on', 'the'), 1), (('the', 'words.'), 1), (('words.', ""'i""), 1), ((""'i"", ""don't""), 1), ((""don't"", 'know'), 2), (('know', 'what'), 2), (('what', 'i'), 2), (('i', 'have'), 1), (('have', 'to'), 1), (('to', 'be'), 1), (('be', 'a'), 1), (('a', 'little'), 1), (('little', 'birler,'), 1), (('birler,', 'i'), 1), (('i', ""don't""), 1), (('i', 'can'), 1), (('can', 'tee'), 1), (('tee', 'the'), 1), (('the', 'semescoes'), 1), (('semescoes', 'with'), 1), (('a', 'mittle'), 1), (('mittle', 'bisds'), 1), (('bisds', 'and'), 1), (('and', 'the'), 1), (('the', 'sempen!'), 1), (('sempen!', 'i'), 1), (('i', 'sh'), 1)])"
27,"h surprised, that
for the moment she quite forgot how to speak good english); 'now i'm
opening out l",1,19,1.0,"(4, ['h', 'english);', ""i'm"", 'l'])","(4, ['h', 'english);', ""i'm"", 'l'])","dict_items([(('h', 'surprised,'), 1), (('surprised,', 'that'), 1), (('that', 'for'), 1), (('for', 'the'), 1), (('the', 'moment'), 1), (('moment', 'she'), 1), (('she', 'quite'), 1), (('quite', 'forgot'), 1), (('forgot', 'how'), 1), (('how', 'to'), 1), (('to', 'speak'), 1), (('speak', 'good'), 1), (('good', 'english);'), 1), (('english);', ""'now""), 1), ((""'now"", ""i'm""), 1), ((""i'm"", 'opening'), 1), (('opening', 'out'), 1), (('out', 'l'), 1)])"
1027,"ooe the semeocope the doomouse shan tay it is is is is is is is is is is with the mouse of her hands, and she was going to see if he was seel a louse the thing sabbit as she was see as the corrou of the sabbit say in the dart sat down and saying to herself 'it was the mock turtle sat off, and she wa",0,63,0.91,"(8, ['shan', 'tay', 'seel', 'louse', 'dart', 'mock', 'turtle', 'wa'])","(14, ['ooe', 'semeocope', 'doomouse', 'shan', 'tay', 'seel', 'louse', 'sabbit', 'corrou', 'sabbit', 'dart', 'mock', 'turtle', 'wa'])","dict_items([(('ooe', 'the'), 1), (('the', 'semeocope'), 1), (('semeocope', 'the'), 1), (('the', 'doomouse'), 1), (('doomouse', 'shan'), 1), (('shan', 'tay'), 1), (('tay', 'it'), 1), (('it', 'is'), 1), (('is', 'is'), 9), (('is', 'with'), 1), (('with', 'the'), 1), (('the', 'mouse'), 1), (('mouse', 'of'), 1), (('of', 'her'), 1), (('her', 'hands,'), 1), (('hands,', 'and'), 1), (('and', 'she'), 2), (('she', 'was'), 2), (('was', 'going'), 1), (('going', 'to'), 1), (('to', 'see'), 1), (('see', 'if'), 1), (('if', 'he'), 1), (('he', 'was'), 1), (('was', 'seel'), 1), (('seel', 'a'), 1), (('a', 'louse'), 1), (('louse', 'the'), 1), (('the', 'thing'), 1), (('thing', 'sabbit'), 1), (('sabbit', 'as'), 1), (('as', 'she'), 1), (('was', 'see'), 1), (('see', 'as'), 1), (('as', 'the'), 1), (('the', 'corrou'), 1), (('corrou', 'of'), 1), (('of', 'the'), 1), (('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('in', 'the'), 1), (('the', 'dart'), 1), (('dart', 'sat'), 1), (('sat', 'down'), 1), (('down', 'and'), 1), (('and', 'saying'), 1), (('saying', 'to'), 1), (('to', 'herself'), 1), (('herself', ""'it""), 1), ((""'it"", 'was'), 1), (('was', 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'sat'), 1), (('sat', 'off,'), 1), (('off,', 'and'), 1), (('she', 'wa'), 1)])"
28,"one, 'he won't
do a thing i ask! it's always six o'clock now.'

a bright idea came into alice's head",1,19,0.95,"(1, ['i'])","(2, ['i', ""alice's""])","dict_items([(('one,', ""'he""), 1), ((""'he"", ""won't""), 1), ((""won't"", 'do'), 1), (('do', 'a'), 1), (('a', 'thing'), 1), (('thing', 'i'), 1), (('i', 'ask!'), 1), (('ask!', ""it's""), 1), ((""it's"", 'always'), 1), (('always', 'six'), 1), (('six', ""o'clock""), 1), ((""o'clock"", ""now.'""), 1), ((""now.'"", 'a'), 1), (('a', 'bright'), 1), (('bright', 'idea'), 1), (('idea', 'came'), 1), (('came', 'into'), 1), (('into', ""alice's""), 1), ((""alice's"", 'head'), 1)])"
1028," and saying to she had got to see the datehn of the sabbit say in the door, and the white rabbit blowered to she had got to see if he had to see if he was the poor little thing was seered and alice sound her ar she court, 
'i don't know what i have to be a little birler,' the mock turtle seplied in ",0,60,0.92,"(7, ['alice', 'ar', ""'i"", 'i', ""birler,'"", 'mock', 'turtle'])","(12, ['datehn', 'sabbit', 'blowered', 'seered', 'alice', 'ar', ""'i"", 'i', ""birler,'"", 'mock', 'turtle', 'seplied'])","dict_items([(('and', 'saying'), 1), (('saying', 'to'), 1), (('to', 'she'), 2), (('she', 'had'), 2), (('had', 'got'), 2), (('got', 'to'), 2), (('to', 'see'), 3), (('see', 'the'), 1), (('the', 'datehn'), 1), (('datehn', 'of'), 1), (('of', 'the'), 1), (('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('in', 'the'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('and', 'the'), 1), (('the', 'white'), 1), (('white', 'rabbit'), 1), (('rabbit', 'blowered'), 1), (('blowered', 'to'), 1), (('see', 'if'), 2), (('if', 'he'), 2), (('he', 'had'), 1), (('had', 'to'), 1), (('he', 'was'), 1), (('was', 'the'), 1), (('the', 'poor'), 1), (('poor', 'little'), 1), (('little', 'thing'), 1), (('thing', 'was'), 1), (('was', 'seered'), 1), (('seered', 'and'), 1), (('and', 'alice'), 1), (('alice', 'sound'), 1), (('sound', 'her'), 1), (('her', 'ar'), 1), (('ar', 'she'), 1), (('she', 'court,'), 1), (('court,', ""'i""), 1), ((""'i"", ""don't""), 1), ((""don't"", 'know'), 1), (('know', 'what'), 1), (('what', 'i'), 1), (('i', 'have'), 1), (('have', 'to'), 1), (('to', 'be'), 1), (('be', 'a'), 1), (('a', 'little'), 1), (('little', ""birler,'""), 1), ((""birler,'"", 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'seplied'), 1), (('seplied', 'in'), 1)])"
29,"t to stay in here any longer!'

she waited for some time without hearing anything more: at last came",1,19,1.0,"(1, ['t'])","(1, ['t'])","dict_items([(('t', 'to'), 1), (('to', 'stay'), 1), (('stay', 'in'), 1), (('in', 'here'), 1), (('here', 'any'), 1), (('any', ""longer!'""), 1), ((""longer!'"", 'she'), 1), (('she', 'waited'), 1), (('waited', 'for'), 1), (('for', 'some'), 1), (('some', 'time'), 1), (('time', 'without'), 1), (('without', 'hearing'), 1), (('hearing', 'anything'), 1), (('anything', 'more:'), 1), (('more:', 'at'), 1), (('at', 'last'), 1), (('last', 'came'), 1)])"
1029," a louse of the sabbit say in the door, and the pueen say down and said, 'it was the mock turtle sat off, and she was sooe doot of the table, but she said the pueen, 'and when i make mur mose the sememcors of the sea, the march hare with the mort of the same thme to see it was seer again, 
'i don't ",0,57,0.88,"(10, ['louse', 'mock', 'turtle', 'i', 'mose', 'march', 'hare', 'mort', 'seer', ""'i""])","(18, ['louse', 'sabbit', 'pueen', 'mock', 'turtle', 'sooe', 'doot', 'pueen,', 'i', 'mur', 'mose', 'sememcors', 'march', 'hare', 'mort', 'thme', 'seer', ""'i""])","dict_items([(('a', 'louse'), 1), (('louse', 'of'), 1), (('of', 'the'), 4), (('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('in', 'the'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('and', 'the'), 1), (('the', 'pueen'), 1), (('pueen', 'say'), 1), (('say', 'down'), 1), (('down', 'and'), 1), (('and', 'said,'), 1), (('said,', ""'it""), 1), ((""'it"", 'was'), 1), (('was', 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'sat'), 1), (('sat', 'off,'), 1), (('off,', 'and'), 1), (('and', 'she'), 1), (('she', 'was'), 1), (('was', 'sooe'), 1), (('sooe', 'doot'), 1), (('doot', 'of'), 1), (('the', 'table,'), 1), (('table,', 'but'), 1), (('but', 'she'), 1), (('she', 'said'), 1), (('said', 'the'), 1), (('the', 'pueen,'), 1), (('pueen,', ""'and""), 1), ((""'and"", 'when'), 1), (('when', 'i'), 1), (('i', 'make'), 1), (('make', 'mur'), 1), (('mur', 'mose'), 1), (('mose', 'the'), 1), (('the', 'sememcors'), 1), (('sememcors', 'of'), 1), (('the', 'sea,'), 1), (('sea,', 'the'), 1), (('the', 'march'), 1), (('march', 'hare'), 1), (('hare', 'with'), 1), (('with', 'the'), 1), (('the', 'mort'), 1), (('mort', 'of'), 1), (('the', 'same'), 1), (('same', 'thme'), 1), (('thme', 'to'), 1), (('to', 'see'), 1), (('see', 'it'), 1), (('it', 'was'), 1), (('was', 'seer'), 1), (('seer', 'again,'), 1), (('again,', ""'i""), 1), ((""'i"", ""don't""), 1)])"
30,"le!' said the duchess. 'i make you a present
of everything i've said as yet.'

'a cheap sort of pres",1,20,1.0,"(5, [""le!'"", 'duchess.', ""'i"", ""i've"", 'pres'])","(5, [""le!'"", 'duchess.', ""'i"", ""i've"", 'pres'])","dict_items([((""le!'"", 'said'), 1), (('said', 'the'), 1), (('the', 'duchess.'), 1), (('duchess.', ""'i""), 1), ((""'i"", 'make'), 1), (('make', 'you'), 1), (('you', 'a'), 1), (('a', 'present'), 1), (('present', 'of'), 1), (('of', 'everything'), 1), (('everything', ""i've""), 1), ((""i've"", 'said'), 1), (('said', 'as'), 1), (('as', ""yet.'""), 1), ((""yet.'"", ""'a""), 1), ((""'a"", 'cheap'), 1), (('cheap', 'sort'), 1), (('sort', 'of'), 1), (('of', 'pres'), 1)])"
